Mobile,Route,Community,Stop,Address,Longitude,Latitude,Date,Day,Frequency,Start,End,Timetable
Ivybridge,Ivybridge1Thursday,Harbertonford,Bow Road,"Bow Road, Harbertonford",-3.707851,50.393725,2017-01-05,Thursday,4,15:55,16:15,
Ivybridge,Ivybridge2Tuesday,Ugborough,Square,"Square, Ugborough",-3.869971,50.399269,2017-01-10,Tuesday,4,09:30,10:00,
Ivybridge,Ivybridge2Tuesday,Diptford,Village Square,"Village Square, Diptford",-3.945539,51.012859,2017-01-10,Tuesday,4,10:15,10:45,
Ivybridge,Ivybridge2Tuesday,Moreleigh,End of Village (along Garabridge Road),"End of Village (along Garabridge Road), Moreleigh",-3.722084,50.369953,2017-01-10,Tuesday,4,11:00,11:20,
Ivybridge,Ivybridge2Tuesday,Blackawton,War Memorial,"War Memorial, Blackawton",-3.805733,50.223953,2017-01-10,Tuesday,4,11:55,12:40,
Ivybridge,Ivybridge2Tuesday,Slapton,Greenbank,"Greenbank, Slapton",-4.136804,50.374538,2017-01-10,Tuesday,4,13:30,14:00,
Ivybridge,Ivybridge2Tuesday,Torcross,Bus Stop,"Bus Stop, Torcross",-3.543932,50.872348,2017-01-10,Tuesday,4,14:10,14:30,
Ivybridge,Ivybridge2Tuesday,Stokenham,Village Hall,"Village Hall, Stokenham",-3.71421,50.392163,2017-01-10,Tuesday,4,14:40,15:25,
Ivybridge,Ivybridge2Tuesday,Beesands,The Chapel,"The Chapel, Beesands",-3.6829,50.429989,2017-01-10,Tuesday,4,15:35,16:05,
Ivybridge,Ivybridge2Wednesday,Milton Abbot,School,"School, Milton Abbot",-4.246894,50.588938,2017-01-11,Wednesday,4,10:15,11:00,
Ivybridge,Ivybridge2Wednesday,Lifton,Church,"Church, Lifton",-4.311836,50.642803,2017-01-11,Wednesday,4,11:30,12:15,
Ivybridge,Ivybridge2Wednesday,Lewdown,War Memorial,"War Memorial, Lewdown",-3.805733,50.223953,2017-01-11,Wednesday,4,12:30,13:00,
Ivybridge,Ivybridge2Wednesday,Boasley Cross,School,"School, Boasley Cross",-3.663241,50.811243,2017-01-11,Wednesday,4,14:00,14:30,
Ivybridge,Ivybridge2Wednesday,Bratton Clovelly,Village,"Village, Bratton Clovelly",-4.166787,50.719489,2017-01-11,Wednesday,4,14:45,16:00,
Ivybridge,Ivybridge2Thursday,Horrabridge,London Inn,"London Inn, Horrabridge",-4.004537,50.73854,2017-01-12,Thursday,4,11:00,11:30,
Ivybridge,Ivybridge2Thursday,Dousland,Iron Mine Lane,"Iron Mine Lane, Dousland",-4.059962,50.496475,2017-01-12,Thursday,4,11:45,12:15,
Ivybridge,Ivybridge2Thursday,Yelverton Briar,Tor,"Tor, Yelverton Briar",-4.313512,50.462815,2017-01-12,Thursday,4,13:15,13:45,
Ivybridge,Ivybridge2Thursday,Crapstone,Pilchers Field,"Pilchers Field, Crapstone",-3.996264,50.969581,2017-01-12,Thursday,4,13:50,14:20,
Ivybridge,Ivybridge2Thursday,Buckland Monachorum,School,"School, Buckland Monachorum",-4.131835,50.495432,2017-01-12,Thursday,4,14:30,15:00,
Ivybridge,Ivybridge2Thursday,Milton Combe,Milton Combe,"Milton Combe, Milton Combe",-4.024997,51.19982,2017-01-12,Thursday,4,15:10,15:40,
Ivybridge,Ivybridge2Friday,Woolwell,Shopping Parade,"Shopping Parade, Woolwell",-3.605101,50.601002,2017-01-13,Friday,4,09:45,11:15,
Ivybridge,Ivybridge2Friday,Hoo Meavy,Hoo Meavy,"Hoo Meavy, Hoo Meavy",-4.044012,50.489123,2017-01-13,Friday,4,11:30,11:50,
Ivybridge,Ivybridge2Friday,Whitchurch,Friars Walk,"Friars Walk, Whitchurch",-4.104503,50.536353,2017-01-13,Friday,4,12:05,12:35,
Ivybridge,Ivybridge2Friday,Sampford Spiney,Brook Cottage,"Brook Cottage, Sampford Spiney",-4.447944,50.533966,2017-01-13,Friday,4,13:00,13:30,
Ivybridge,Ivybridge2Saturday,Modbury,Poundwell Square,"Poundwell Square, Modbury",-3.883409,50.3469,2017-01-14,Saturday,4,09:30,12:30,
Ivybridge,Ivybridge3Monday,Newton Ferrers,Yealm Road,"Yealm Road, Newton Ferrers",-4.037122,50.315223,2017-01-16,Monday,4,10:30,12:30,
Ivybridge,Ivybridge3Monday,Noss Mayo,Tennis Courts,"Tennis Courts, Noss Mayo",-3.687967,50.435603,2017-01-16,Monday,4,13:30,15:00,
Ivybridge,Ivybridge3Monday,Battisborough Cross,Old Post Office,"Old Post Office, Battisborough Cross",-3.80529,50.859337,2017-01-16,Monday,4,15:10,15:40,
Ivybridge,Ivybridge3Monday,Holbeton,Village Hall,"Village Hall, Holbeton",-3.71421,50.392163,2017-01-16,Monday,4,15:50,16:35,
Ivybridge,Ivybridge3Tuesday,Bere Alston,Alexander Drive,"Alexander Drive, Bere Alston",-4.186046,50.481161,2017-01-17,Tuesday,4,10:00,10:30,
Ivybridge,Ivybridge3Tuesday,Bere Alston,The Village Hall,"The Village Hall, Bere Alston",-4.19106,50.480277,2017-01-17,Tuesday,4,10:35,11:55,
Ivybridge,Ivybridge3Tuesday,Weir Quay,Weir Quay,"Weir Quay, Weir Quay",-3.691092,50.435801,2017-01-17,Tuesday,4,12:10,12:30,
Ivybridge,Ivybridge3Tuesday,Bere Ferrers,War Memorial,"War Memorial, Bere Ferrers",-3.805733,50.223953,2017-01-17,Tuesday,4,13:45,14:30,
Ivybridge,Ivybridge3Tuesday,Bere Ferrers,Social Club,"Social Club, Bere Ferrers",-4.1912,50.479988,2017-01-17,Tuesday,4,14:35,15:05,
Ivybridge,Ivybridge3Tuesday,Wheal Maria,Wheal Maria,"Wheal Maria, Wheal Maria",-4.23618,50.542829,2017-01-17,Tuesday,4,15:30,16:00,
Ivybridge,Ivybridge3Wednesday,Peter Tavy,Church Lane entrance,"Church Lane entrance, Peter Tavy",-4.054149,50.601512,2017-01-18,Wednesday,4,10:00,10:30,
Ivybridge,Ivybridge3Wednesday,Mary Tavy,Bus Stop,"Bus Stop, Mary Tavy",-3.543932,50.872348,2017-01-18,Wednesday,4,10:45,11:10,
Ivybridge,Ivybridge3Wednesday,Mary Tavy,School,"School, Mary Tavy",-4.102646,50.614783,2017-01-18,Wednesday,4,11:15,11:45,
Ivybridge,Ivybridge3Wednesday,Lydford,War Memorial,"War Memorial, Lydford",-3.805733,50.223953,2017-01-18,Wednesday,4,12:00,12:30,
Ivybridge,Ivybridge3Wednesday,Lydford,School,"School, Lydford",-4.099386,50.64798,2017-01-18,Wednesday,4,13:45,14:15,
Ivybridge,Ivybridge3Wednesday,Bridestowe,Cocksheath Cross,"Cocksheath Cross, Bridestowe",-4.114836,50.675912,2017-01-18,Wednesday,4,14:30,14:50,
Ivybridge,Ivybridge3Wednesday,Bridestowe,White Hart,"White Hart, Bridestowe",-4.105311,50.684296,2017-01-18,Wednesday,4,15:05,16:00,
Ivybridge,Ivybridge3Thursday,Yealmpton,Rose & Crown,"Rose & Crown, Yealmpton",-3.996828,50.348941,2017-01-19,Thursday,4,09:30,11:30,
Ivybridge,Ivybridge3Thursday,Wembury,Recreation Ground Car Park,"Recreation Ground Car Park, Wembury",-4.070604,50.322635,2017-01-19,Thursday,4,11:55,12:55,
Ivybridge,Ivybridge3Thursday,Wembury,Southland Park Road - Bottom,"Southland Park Road - Bottom, Wembury",-4.079876,50.330099,2017-01-19,Thursday,4,13:30,14:30,
Ivybridge,Ivybridge3Thursday,Wembury,Hawthorne Drive,"Hawthorne Drive, Wembury",-4.079876,50.330099,2017-01-19,Thursday,4,14:35,15:35,
Ivybridge,Ivybridge3Thursday,Brixton,Venn Court,"Venn Court, Brixton",-4.035472,50.358615,2017-01-19,Thursday,4,15:55,16:30,
Ivybridge,Ivybridge4Tuesday,Ermington,Fawns Close,"Fawns Close, Ermington",-3.914583,50.362324,2017-01-24,Tuesday,4,09:40,10:10,
Ivybridge,Ivybridge4Tuesday,Flete House,Flete House,"Flete House, Flete House",-3.930201,50.346421,2017-01-24,Tuesday,4,10:15,10:35,
Ivybridge,Ivybridge4Tuesday,Kingston,Fire Station,"Fire Station, Kingston",-3.474572,50.717088,2017-01-24,Tuesday,4,11:00,11:40,
Ivybridge,Ivybridge4Tuesday,Ringmore,Church,"Church, Ringmore",-3.14698,51.026669,2017-01-24,Tuesday,4,11:50,12:20,
Ivybridge,Ivybridge4Tuesday,Bigbury-on-Sea,Cleveland Drive,"Cleveland Drive, Bigbury-on-Sea",-3.893741,50.28491,2017-01-24,Tuesday,4,12:40,13:25,
Ivybridge,Ivybridge4Tuesday,Bigbury,Green,"Green, Bigbury",-3.872923,50.301291,2017-01-24,Tuesday,4,14:00,14:30,
Ivybridge,Ivybridge4Tuesday,Modbury,Alyestone Park,"Alyestone Park, Modbury",-3.884328,50.350701,2017-01-24,Tuesday,4,14:45,15:30,
Ivybridge,Ivybridge4Tuesday,Modbury,Poundwell Square,"Poundwell Square, Modbury",-3.883409,50.3469,2017-01-24,Tuesday,4,15:35,16:35,
Ivybridge,Ivybridge4Wednesday,Loddiswell,Courtledge,"Courtledge, Loddiswell",-3.801623,50.339661,2017-01-25,Wednesday,4,09:40,10:15,
Ivybridge,Ivybridge4Wednesday,Woodleigh,Church Gate,"Church Gate, Woodleigh",-4.461509,50.453543,2017-01-25,Wednesday,4,10:25,10:55,
Ivybridge,Ivybridge4Wednesday,Chillington,Green Park Way,"Green Park Way, Chillington",-3.698217,50.274264,2017-01-25,Wednesday,4,11:30,12:00,
Ivybridge,Ivybridge4Wednesday,Chillington,Post Office,"Post Office, Chillington",-3.984977,50.995212,2017-01-25,Wednesday,4,12:05,12:50,
Ivybridge,Ivybridge4Wednesday,East Prawle,The Green,"The Green, East Prawle",-3.009563,51.118194,2017-01-25,Wednesday,4,14:10,14:40,
Ivybridge,Ivybridge4Wednesday,East Portlemouth,Old Chapel,"Old Chapel, East Portlemouth",-4.60118,50.441532,2017-01-25,Wednesday,4,14:55,15:15,
Ivybridge,Ivybridge4Wednesday,Ford,Mill Cottage,"Mill Cottage, Ford",-3.776966,50.481787,2017-01-25,Wednesday,4,15:30,15:50,
Ivybridge,Ivybridge4Thursday,Ipplepen,Caunters Close,"Caunters Close, Ipplepen",-3.641657,50.488936,2017-01-26,Thursday,4,09:45,12:15,
Ivybridge,Ivybridge4Thursday,Littlehempston,Littlehempston Rd Broadhempston Rd,"Littlehempston Rd Broadhempston Rd, Littlehempston",-3.670416,50.453167,2017-01-26,Thursday,4,12:30,12:50,
Ivybridge,Ivybridge4Thursday,Berry Pomeroy,Crossroads,Berry Pomeroy,-3.652606,50.438519,2017-01-26,Thursday,4,13:30,13:50,
Ivybridge,Ivybridge4Thursday,Dartington,Cott Inn,"Cott Inn, Dartington",-3.708543,50.442318,2017-01-26,Thursday,4,14:05,14:25,
Ivybridge,Ivybridge4Thursday,Dartington,Broom Park,"Broom Park, Dartington",-3.717167,50.449388,2017-01-26,Thursday,4,14:30,15:00,
Ivybridge,Ivybridge4Thursday,Dartington,Huxham Cross,"Huxham Cross, Dartington",-3.70738,50.447762,2017-01-26,Thursday,4,15:05,15:25,
Ivybridge,Ivybridge4Thursday,Staverton,Court Room,"Court Room, Staverton",-3.723338,50.476701,2017-01-26,Thursday,4,15:40,16:00,
Ivybridge,Ivybridge4Thursday,Staverton,Moor Road,"Moor Road, Staverton",-3.698203,50.463739,2017-01-26,Thursday,4,16:05,16:30,
Ivybridge,Ivybridge4Friday,Shaugh Prior,School,"School, Shaugh Prior",-4.053091,50.449016,2017-01-27,Friday,4,09:45,10:15,
Ivybridge,Ivybridge4Friday,Shaugh Prior,White Thorn,"White Thorn, Shaugh Prior",-4.010547,50.438356,2017-01-27,Friday,4,10:20,10:50,
Ivybridge,Ivybridge4Friday,Lee Moor,Lee Moor,"Lee Moor, Lee Moor",-4.051602,50.420677,2017-01-27,Friday,4,11:05,11:35,
Ivybridge,Ivybridge4Friday,Bickleigh,Church,"Church, Bickleigh",-4.095236,50.435178,2017-01-27,Friday,4,13:00,13:45,
Ivybridge,Ivybridge4Friday,Higher Longford,Silent Woman Caravan Park,"Silent Woman Caravan Park, Higher Longford",-3.061114,51.152666,2017-01-27,Friday,4,14:15,14:45,
Ivybridge,Ivybridge4Saturday,Yelverton,Shopping Parade,"Shopping Parade, Yelverton",-3.605101,50.601002,2017-01-28,Saturday,4,09:30,12:30,
Teignbridge,Teignbridge1Monday,Abbotshill Park,Caravan Park,"Caravan Park, Abbotshill Park",-3.644926,50.667587,2017-01-30,Monday,4,09:45,10:05,
Teignbridge,Teignbridge1Monday,Abbotskerswell,Priory,"Priory, Abbotskerswell",-3.603829,50.51065,2017-01-30,Monday,4,11:05,11:50,
Teignbridge,Teignbridge1Monday,Ogwell,Margaret Road,"Margaret Road, Ogwell",-3.625097,50.52003,2017-01-30,Monday,4,12:00,12:30,
Teignbridge,Teignbridge1Monday,East Ogwell,Mill Lane/Old Post Office,"Mill Lane/Old Post Office, East Ogwell",-3.638578,50.522544,2017-01-30,Monday,4,13:00,13:45,
Teignbridge,Teignbridge1Monday,Denbury,School,"School, Denbury",-3.662649,50.507987,2017-01-30,Monday,4,14:00,14:45,
Teignbridge,Teignbridge1Monday,Ipplepen,Millennium Centre,"Millennium Centre, Ipplepen",-3.634563,50.475881,2017-01-30,Monday,4,14:55,15:30,
Teignbridge,Teignbridge1Monday,Ipplepen,Caunters Close,"Caunters Close, Ipplepen",-3.641657,50.488936,2017-01-30,Monday,4,15:35,16:05,
Teignbridge,Teignbridge1Tuesday,East Budleigh,Village Hall,"Village Hall, East Budleigh",-3.321667,50.654593,2017-01-03,Tuesday,4,09:40,10:10,
Teignbridge,Teignbridge1Tuesday,Otterton,Green,"Green, Otterton",-3.302362,50.658387,2017-01-03,Tuesday,4,10:20,10:40,
Teignbridge,Teignbridge1Tuesday,Colaton Raleigh Newton,Eden Way,"Eden Way, Colaton Raleigh Newton",-3.298561,50.676715,2017-01-03,Tuesday,4,10:50,11:20,
Teignbridge,Teignbridge1Tuesday,Poppleford Newton,Stoneyford,"Stoneyford, Poppleford Newton",-3.59887,50.526817,2017-01-03,Tuesday,4,11:30,11:50,
Teignbridge,Teignbridge1Tuesday,Poppleford Newton,Brook Meadow,"Brook Meadow, Poppleford Newton",-3.59887,50.526817,2017-01-03,Tuesday,4,12:05,12:45,
Teignbridge,Teignbridge1Tuesday,Poppleford,Burrow Lane,"Burrow Lane, Poppleford",-3.309321,50.699266,2017-01-03,Tuesday,4,13:30,13:50,
Teignbridge,Teignbridge1Tuesday,Venn Ottery,Sunnyside Lower Broad,"Sunnyside Lower Broad, Venn Ottery",-3.278009,50.741369,2017-01-03,Tuesday,4,14:00,14:30,
Teignbridge,Teignbridge1Tuesday,Metcombe,Oak,"Oak, Metcombe",-3.021899,51.086387,2017-01-03,Tuesday,4,14:40,15:05,
Teignbridge,Teignbridge1Tuesday,West Hill,Potters Market,"Potters Market, West Hill",-4.092546,51.069308,2017-01-03,Tuesday,4,15:15,16:15,
Teignbridge,Teignbridge1Wednesday,Belstone,Green,"Green, Belstone",-3.121001,50.993433,2017-01-04,Wednesday,4,10:15,11:00,
Teignbridge,Teignbridge1Wednesday,Sticklepath,Oak Tree Gardens,"Oak Tree Gardens, Sticklepath",-3.926927,50.736124,2017-01-04,Wednesday,4,11:10,11:50,
Teignbridge,Teignbridge1Wednesday,South Tawton,Taw Green,"Taw Green, South Tawton",-3.953887,50.700241,2017-01-04,Wednesday,4,12:00,12:20,
Teignbridge,Teignbridge1Wednesday,South Tawton,Seven Stars,"Seven Stars, South Tawton",-3.909735,50.733724,2017-01-04,Wednesday,4,12:30,12:50,
Teignbridge,Teignbridge1Wednesday,South Zeal,Old Post House,"Old Post House, South Zeal",-4.448992,50.534152,2017-01-04,Wednesday,4,13:30,14:10,
Teignbridge,Teignbridge1Wednesday,South Zeal,Zeal Head,"Zeal Head, South Zeal",-3.82465,50.817787,2017-01-04,Wednesday,4,14:15,14:35,
Teignbridge,Teignbridge1Wednesday,Spreyton,Hillerton Cross,"Hillerton Cross, Spreyton",-3.841002,50.757693,2017-01-04,Wednesday,4,14:50,15:10,
Teignbridge,Teignbridge1Wednesday,Spreyton,Village Shop,"Village Shop, Spreyton",-3.59948,50.324325,2017-01-04,Wednesday,4,15:20,16:15,
Teignbridge,Teignbridge1Thursday,North Bovey,Village Green,"Village Green, North Bovey",-3.822767,50.634433,2017-01-05,Thursday,4,09:40,10:25,
Teignbridge,Teignbridge1Thursday,Postbridge,Post Office,"Post Office, Postbridge",-3.984977,50.995212,2017-01-05,Thursday,4,10:50,11:35,
Teignbridge,Teignbridge1Thursday,Manaton,Parish Hall,"Parish Hall, Manaton",-3.295583,50.80733,2017-01-05,Thursday,4,12:05,12:50,
Teignbridge,Teignbridge1Thursday,Lustleigh,The Cleave Inn,"The Cleave Inn, Lustleigh",-3.718121,50.61854,2017-01-05,Thursday,4,13:40,14:40,
Teignbridge,Teignbridge1Thursday,Sowton,Moor Road Travellers' site,"Moor Road Travellers' site, Sowton",-2.928402,51.135199,2017-01-05,Thursday,4,15:30,16:15,
Teignbridge,Teignbridge2Tuesday,Haytor,Rock Inn,"Rock Inn, Haytor",-3.354317,51.019853,2017-01-10,Tuesday,4,09:40,10:00,
Teignbridge,Teignbridge2Tuesday,Ilsington,Village Hall,"Village Hall, Ilsington",-3.71421,50.392163,2017-01-10,Tuesday,4,10:10,10:30,
Teignbridge,Teignbridge2Tuesday,Brimley,Chapple Cross,"Chapple Cross, Brimley",-3.68766,50.582172,2017-01-10,Tuesday,4,10:40,11:00,
Teignbridge,Teignbridge2Tuesday,Bovey Tracey,New Park,"New Park, Bovey Tracey",-3.688926,50.592275,2017-01-10,Tuesday,4,11:05,11:35,
Teignbridge,Teignbridge2Tuesday,Liverton,Post Office,"Post Office, Liverton",-3.984977,50.995212,2017-01-10,Tuesday,4,11:45,12:30,
Teignbridge,Teignbridge2Tuesday,Bickington,Old School Yard,"Old School Yard, Bickington",-3.695018,50.536682,2017-01-10,Tuesday,4,13:10,13:40,
Teignbridge,Teignbridge2Tuesday,Teigngrace,Old School,"Old School, Teigngrace",-4.663422,51.164851,2017-01-10,Tuesday,4,13:55,14:15,
Teignbridge,Teignbridge2Tuesday,Chudleigh Knighton,Buckingham Orchard,"Buckingham Orchard, Chudleigh Knighton",-3.598048,50.606111,2017-01-10,Tuesday,4,14:30,15:00,
Teignbridge,Teignbridge2Tuesday,Hennock,Palk Arms,"Palk Arms, Hennock",-3.654146,50.615802,2017-01-10,Tuesday,4,15:15,15:45,
Teignbridge,Teignbridge2Wednesday,Kenn,St Andrews Close,"St Andrews Close, Kenn",-3.546126,50.652163,2017-01-11,Wednesday,4,09:30,10:00,
Teignbridge,Teignbridge2Wednesday,Kennford,Post Office/Shop,"Post Office/Shop, Kennford",-3.469601,50.74077,2017-01-11,Wednesday,4,10:10,10:55,
Teignbridge,Teignbridge2Wednesday,Higher Gabwell,Gabswell Lane,"Gabswell Lane, Higher Gabwell",-3.286448,51.158087,2017-01-11,Wednesday,4,11:30,12:00,
Teignbridge,Teignbridge2Wednesday,Stokeinteignhead,Village Centre,"Village Centre, Stokeinteignhead",-3.557614,50.490468,2017-01-11,Wednesday,4,12:15,12:45,
Teignbridge,Teignbridge2Wednesday,Rocombe House,Car Park,"Car Park, Rocombe House",-4.46707,50.450657,2017-01-11,Wednesday,4,13:30,13:50,
Teignbridge,Teignbridge2Wednesday,Combeinteignhead,Wild Goose Inn,"Wild Goose Inn, Combeinteignhead",-3.559887,50.442221,2017-01-11,Wednesday,4,14:00,14:20,
Teignbridge,Teignbridge2Wednesday,Newton Abbot,Church Way,"Church Way, Newton Abbot",-3.589795,50.520767,2017-01-11,Wednesday,4,14:35,14:55,
Teignbridge,Teignbridge2Wednesday,Newton Abbot,Oak Tree Drive,"Oak Tree Drive, Newton Abbot",-3.58314,50.518079,2017-01-11,Wednesday,4,15:00,15:25,
Teignbridge,Teignbridge2Wednesday,Newton Abbot,Windsor Avenue,"Windsor Avenue, Newton Abbot",-3.583689,50.529592,2017-01-11,Wednesday,4,15:30,16:00,
Teignbridge,Teignbridge2Thursday,Posbury,Convent,"Convent, Posbury",-4.219555,50.411974,2017-01-12,Thursday,4,10:10,10:30,
Teignbridge,Teignbridge2Thursday,Yeoford,Mare and Foal,"Mare and Foal, Yeoford",-3.72634,50.778379,2017-01-12,Thursday,4,10:45,11:30,
Teignbridge,Teignbridge2Thursday,Colebrooke,Bus Shelter,"Bus Shelter, Colebrooke",-3.186861,51.037247,2017-01-12,Thursday,4,11:40,12:00,
Teignbridge,Teignbridge2Thursday,Colebrooke,Penstone,"Penstone, Colebrooke",-3.445349,50.803511,2017-01-12,Thursday,4,12:05,12:35,
Teignbridge,Teignbridge2Thursday,Copplestone,Fernworthy Park,"Fernworthy Park, Copplestone",-3.742628,50.810537,2017-01-12,Thursday,4,12:55,13:15,
Teignbridge,Teignbridge2Thursday,Copplestone,Nisa Local,"Nisa Local, Copplestone",-4.234731,51.135445,2017-01-12,Thursday,4,13:50,14:20,
Teignbridge,Teignbridge2Thursday,Morchard Road,Car Park,"Car Park, Morchard Road",-4.211463,50.40799,2017-01-12,Thursday,4,14:25,14:45,
Teignbridge,Teignbridge2Thursday,Down,St Mary Church,"St Mary Church, Down",-3.08864,51.186719,2017-01-12,Thursday,4,14:50,15:20,
Teignbridge,Teignbridge2Thursday,Bow,Village Hall,"Village Hall, Bow",-3.815568,50.800284,2017-01-12,Thursday,4,15:35,16:05,
Teignbridge,Teignbridge2Thursday,Belstone Corner,The Beeches,"The Beeches, Belstone Corner",-3.945122,50.771561,2017-01-12,Thursday,4,16:20,16:40,
Teignbridge,Teignbridge2Friday,Aylesbeare,The Inn,"The Inn, Aylesbeare",-3.55968,50.424956,2017-01-13,Friday,4,09:30,09:50,
Teignbridge,Teignbridge2Friday,Farringdon,The Drive,"The Drive, Farringdon",-3.393738,50.719355,2017-01-13,Friday,4,10:00,10:20,
Teignbridge,Teignbridge2Friday,Clyst St Mary,Cat and Fiddle,"Cat and Fiddle, Clyst St Mary",-3.430704,50.709469,2017-01-13,Friday,4,10:30,10:50,
Teignbridge,Teignbridge2Friday,Clyst St Mary,Winslade Park,"Winslade Park, Clyst St Mary",-3.448836,50.708296,2017-01-13,Friday,4,10:55,11:15,
Teignbridge,Teignbridge2Friday,Clyst St George,School,"School, Clyst St George",-3.440939,50.69015,2017-01-13,Friday,4,11:25,11:55,
Teignbridge,Teignbridge2Friday,Woodbury Salterton,Ridges Corner,"Ridges Corner, Woodbury Salterton",-3.590605,50.33894,2017-01-13,Friday,4,12:05,12:25,
Teignbridge,Teignbridge2Friday,Woodbury Salterton,Diggers Rest,"Diggers Rest, Woodbury Salterton",-3.400432,50.693283,2017-01-13,Friday,4,13:00,13:20,
Teignbridge,Teignbridge2Friday,Woodbury Salterton,Kennels,"Kennels, Woodbury Salterton",-3.132424,51.062551,2017-01-13,Friday,4,13:30,13:50,
Teignbridge,Teignbridge2Friday,Woodbury,Village Car Park,"Village Car Park, Woodbury",-3.323119,50.656076,2017-01-13,Friday,4,14:05,15:05,
Teignbridge,Teignbridge2Friday,Exton,Car Park,"Car Park, Exton",-4.46707,50.450657,2017-01-13,Friday,4,15:20,15:50,
Teignbridge,Teignbridge2Saturday,Dunkeswell,Community Centre,"Community Centre, Dunkeswell",-3.630817,50.532363,2017-01-14,Saturday,4,09:30,12:30,
Teignbridge,Teignbridge3Monday,Exeter Alphington,Aldens Road,"Aldens Road, Exeter Alphington",-3.536063,50.69833,2017-01-16,Monday,4,09:50,10:10,
Teignbridge,Teignbridge3Monday,Shillingford St George,Ash Court,"Ash Court, Shillingford St George",-3.551689,50.684892,2017-01-16,Monday,4,10:20,11:05,
Teignbridge,Teignbridge3Monday,Dunchideock,Sideling Close,"Sideling Close, Dunchideock",-3.584631,50.679973,2017-01-16,Monday,4,11:15,11:35,
Teignbridge,Teignbridge3Monday,Ide,Huntsman Inn,"Huntsman Inn, Ide",-3.558974,50.70454,2017-01-16,Monday,4,11:45,12:30,
Teignbridge,Teignbridge3Monday,Exminster,Victory Hall,"Victory Hall, Exminster",-3.913278,50.72659,2017-01-16,Monday,4,14:00,16:00,
Teignbridge,Teignbridge3Tuesday,Throwleigh,Wonson Head,"Wonson Head, Throwleigh",-4.056003,51.079329,2017-01-17,Tuesday,4,10:10,10:40,
Teignbridge,Teignbridge3Tuesday,Throwleigh,Post Office,"Post Office, Throwleigh",-3.984977,50.995212,2017-01-17,Tuesday,4,10:55,11:45,
