Mobile,Route,Community,Stop,Address,Longitude,Latitude,Date,Day,Frequency,Start,End,Timetable
South,Tuesday Week 3,Church,Farley,"Church, Farley",-2.297938,51.235649,2017-11-28,Tuesday,4,11:10,11:40,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/47
South,Wednesday Week 2,Oak Lane,Figheldean,"Oak Lane, Figheldean",-1.781296,51.223053,2017-11-22,Wednesday,4,14:30,15:30,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/41
South,Tuesday Week 1,Great Croft,Firsdown,"Great Croft, Firsdown",-1.699712,51.097952,2017-11-14,Tuesday,4,11:35,11:50,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/33
South,Tuesday Week 1,Top Post Box,Firsdown,"Top Post Box, Firsdown",-1.719131,51.104952,2017-11-14,Tuesday,4,11:55,12:10,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/33
South,Tuesday Week 1,Green Lane,Ford,"Green Lane, Ford",-2.35912,51.323115,2017-11-14,Tuesday,4,10:55,11:20,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/33
South,Thursday Week 3,Clays Orchard,Fovant,"Clays Orchard, Fovant",-2.007302,51.062348,2017-11-30,Thursday,4,12:00,12:15,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/49
South,Saturday Week 2,Ramleaze Drive,Fugglestone Red,"Ramleaze Drive, Fugglestone Red",-1.851834,51.081843,2017-11-25,Saturday,4,15:25,15:55,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/44
North,Friday Week 2,Church Street,Great Bedwyn,"Church Street, Great Bedwyn",-1.601404,51.379161,2017-11-24,Friday,4,13:20,13:40,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/13
North,Friday Week 2,Village Hall (fortnightly stop),Great Bedwyn,"Village Hall (fortnightly stop), Great Bedwyn",-1.610164,51.371789,2017-11-24,Friday,4,11:00,12:15,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/13
North,Friday Week 4,Village Hall (fortnightly stop),Great Bedwyn,"Village Hall (fortnightly stop), Great Bedwyn",-1.610164,51.371789,2017-11-10,Friday,4,11:10,12:15,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/27
North,Friday Week 2,Wansdyke Road,Great Bedwyn,"Wansdyke Road, Great Bedwyn",-1.597661,51.383427,2017-11-24,Friday,4,10:35,10:55,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/13
South,Wednesday Week 3,The Old School,Great Cheverell,"The Old School, Great Cheverell",-2.205503,51.306032,2017-11-29,Wednesday,4,10:05,10:20,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/48
North,Thursday Week 1,Near Volunteer Arms,Great Somerford,"Near Volunteer Arms, Great Somerford",-2.054152,51.542795,2017-11-16,Thursday,4,12:45,13:10,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/4
North,Thursday Week 1,School,Great Somerford,"School, Great Somerford",-2.050742,51.543557,2017-11-16,Thursday,4,13:15,14:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/4
South,Thursday Week 3,Farmyard opposite the Church,Great Wishford,"Farmyard opposite the Church, Great Wishford",-1.891377,51.118276,2017-11-30,Thursday,4,13:50,14:40,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/49
South,Tuesday Week 4,Post Box,Hanging Langford,"Post Box, Hanging Langford",-1.950615,51.130983,2017-11-07,Tuesday,4,10:20,10:45,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/54
North,Monday Week 3,Amenities car park,Heddington,"Amenities car park, Heddington",-1.784094,51.593562,2017-11-27,Monday,4,14:55,15:55,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/16
South,Friday Week 4,St John’s,Heytesbury,"St John’s, Heytesbury",-2.106734,51.181963,2017-11-10,Friday,4,15:30,16:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/57
North,Monday Week 3,School Community Hall car park,Hilmarton,"School Community Hall car park, Hilmarton",-1.781846,51.594606,2017-11-27,Monday,4,10:15,10:45,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/16
South,Thursday Week 2,Bank House High Street (fortnightly stop),Hindon,"Bank House High Street (fortnightly stop), Hindon",-2.128015,51.094233,2017-11-23,Thursday,4,14:05,16:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/42
South,Thursday Week 4,Bank House High Street (fortnightly stop),Hindon,"Bank House High Street (fortnightly stop), Hindon",-2.128015,51.094233,2017-11-09,Thursday,4,14:05,16:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/56
South,Thursday Week 2,School (fortnightly stop),Hindon,"School (fortnightly stop), Hindon",-2.1225,51.091558,2017-11-23,Thursday,4,13:30,14:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/42
South,Thursday Week 4,School (fortnightly stop),Hindon,"School (fortnightly stop), Hindon",-2.1225,51.091558,2017-11-09,Thursday,4,13:30,14:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/56
North,Wednesday Week 2,Little Parks,Holt,"Little Parks, Holt",-2.01818,51.084097,2017-11-22,Wednesday,4,15:15,16:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/11
North,Wednesday Week 1,The Elms (fortnightly stop),Holt,"The Elms (fortnightly stop), Holt",-2.01818,51.084097,2017-11-15,Wednesday,4,15:30,16:20,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/3
North,Wednesday Week 3,The Elms (fortnightly stop),Holt,"The Elms (fortnightly stop), Holt",-2.01818,51.084097,2017-11-29,Wednesday,4,15:30,16:20,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/18
South,Wednesday Week 4,The Manor,Homington,"The Manor, Homington",-1.817821,51.043138,2017-11-08,Wednesday,4,10:50,11:05,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/55
North,Tuesday Week 2,Drury Close,Hook,"Drury Close, Hook",-1.835834,51.57725,2017-11-21,Tuesday,4,10:40,11:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/10
North,Tuesday Week 2,Lydiard Residential Park,Hook,"Lydiard Residential Park, Hook",-1.874815,51.562907,2017-11-21,Tuesday,4,11:10,11:30,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/10
South,Tuesday Week 2,Village hall,Horningsham,"Village hall, Horningsham",-2.260008,51.171319,2017-11-21,Tuesday,4,10:00,10:30,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/40
North,Thursday Week 1,By School,Hullavington,"By School, Hullavington",-2.14944,51.540717,2017-11-16,Thursday,4,10:15,11:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/4
North,Thursday Week 1,Near garage/bus stop,Hullavington,"Near garage/bus stop, Hullavington",-2.141564,51.528131,2017-11-16,Thursday,4,11:05,11:30,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/4
North,Monday Week 1,Stocks Green,Keevil,"Stocks Green, Keevil",-2.113661,51.313386,2017-11-13,Monday,4,10:35,10:55,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/1
South,Thursday Week 2,Home Guard Car Park (fortnightly stop),Kilmington,"Home Guard Car Park (fortnightly stop), Kilmington",-2.317673,51.134411,2017-11-23,Thursday,4,11:25,11:35,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/42
South,Thursday Week 4,Home Guard Car Park (fortnightly stop),Kilmington,"Home Guard Car Park (fortnightly stop), Kilmington",-2.317673,51.134411,2017-11-09,Thursday,4,11:25,11:35,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/56
South,Thursday Week 2,School (fortnightly stop),Kilmington,"School (fortnightly stop), Kilmington",-2.306401,51.127186,2017-11-23,Thursday,4,11:40,12:05,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/42
South,Thursday Week 4,School (fortnightly stop),Kilmington,"School (fortnightly stop), Kilmington",-2.306401,51.127186,2017-11-09,Thursday,4,11:40,12:05,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/56
North,Saturday Week 1,Village Hall,Kington Langley,"Village Hall, Kington Langley",-2.108534,51.491216,2017-11-18,Saturday,4,09:20,10:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/6
North,Thursday Week 1,Lodge Farm Nursery,Kington St Michael,"Lodge Farm Nursery, Kington St Michael",-2.178906,51.495968,2017-11-16,Thursday,4,09:30,10:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/4
North,Tuesday Week 4,Post Office,Kington St Michael,"Post Office, Kington St Michael",-2.142997,51.496409,2017-11-07,Tuesday,4,10:10,10:30,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/24
North,Tuesday Week 2,School (fortnightly stop),Kington St Michael,"School (fortnightly stop), Kington St Michael",-2.142997,51.496409,2017-11-21,Tuesday,4,09:15,10:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/10
North,Tuesday Week 4,School (fortnightly stop),Kington St Michael,"School (fortnightly stop), Kington St Michael",-2.142997,51.496409,2017-11-07,Tuesday,4,09:15,10:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/24
North,Tuesday Week 1,High Street,Lacock,"High Street, Lacock",-2.179775,51.431209,2017-11-14,Tuesday,4,13:15,13:55,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/2
South,Saturday Week 1,Beech Grange,Landford,"Beech Grange, Landford",-1.633529,50.969675,2017-11-18,Saturday,4,11:50,12:40,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/37
South,Monday Week 1,Opposite School,Larkhill,"Opposite School, Larkhill",-1.816927,51.21689,2017-11-13,Monday,4,15:20,16:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/32
North,Tuesday Week 2,By the phone box,Latton,"By the phone box, Latton",-1.791673,51.595619,2017-11-21,Tuesday,4,13:20,13:40,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/10
South,Saturday Week 3,Elm Close,Laverstock,"Elm Close, Laverstock",-1.772942,51.08116,2017-12-02,Saturday,4,14:45,15:05,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/51
South,Saturday Week 3,Napier Crescent,Laverstock,"Napier Crescent, Laverstock",-1.776148,51.072424,2017-12-02,Saturday,4,14:10,14:35,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/51
North,Friday Week 1,Near School,Lea,"Near School, Lea",-2.057809,51.581666,2017-11-17,Friday,4,10:20,11:10,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/5
North,Thursday Week 3,Uplands,Limpley Stoke,"Uplands, Limpley Stoke",-2.31965,51.351399,2017-11-30,Thursday,4,10:00,10:25,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/19
North,Friday Week 2,Church Lane,Little Bedwyn,"Church Lane, Little Bedwyn",-1.602094,51.397512,2017-11-24,Friday,4,13:50,14:10,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/13
North,Saturday Week 3,Near old School,Littleton Drew,"Near old School, Littleton Drew",-2.276079,51.525863,2017-12-02,Saturday,4,09:40,10:15,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/21
South,Wednesday Week 3,Lay-by in High Street,Littleton Pannell,"Lay-by in High Street, Littleton Pannell",-1.594311,51.232324,2017-11-29,Wednesday,4,10:30,10:45,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/48
North,Tuesday Week 3,Who’d a Thought It,Lockeridge,"Who’d a Thought It, Lockeridge",-1.789013,51.409894,2017-11-28,Tuesday,4,10:45,11:15,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/17
South,Saturday Week 4,St Mary’s Close,Lover,"St Mary’s Close, Lover",-2.097064,51.586556,2017-11-11,Saturday,4,14:25,15:00,http://services.wiltshire.gov.uk/MobileLibrary/Library/Round/58
